-2.8865,24.887,15.91
-13.917,-58.985,19.655
-40.416,8.9684,8.516
-47.708,-48.107,17.631
-26.48,44.709,32.84
-23.388,40.902,-17.103
-26.282,-74.323,38.523
-25.17,-86.513,-14.79
-4.8659,-21.473,62.076
-49.162,-17.898,52.565
-33.626,-26.44,-11.58
-57.418,-2.9555,-27.584
-44.312,-6.5378,-7.2836
-52.888,-30.285,-3.4544
-42.713,-31.759,16.296
-44.544,32.314,-8.1173
-35.373,10.244,-20.941
-16.792,10.517,-17.431
-30.562,-10.125,-34.362
-5.951,43.672,-13.955
-1.4457,-3.1468,-7.6379
-25.519,56.839,2.3802
-6.3726,50.464,24.002
-43.052,31.76,18.157
-59.3,-1.103,22.489
-38.644,10.305,51.528
-58.197,-38.502,41.531
-42.274,-73.29,34.541
-33.725,-50.377,51.322
-12.426,-58.414,62.071
-26.097,-24.383,67.422
-14.011,24.071,58.574
-9.0528,5.5266,40.077
-9.6721,-44.378,41.693
-2.356,-25.151,24.792
-13.658,-75.981,33.229
-22.098,-96.442,15.387
-10.107,-77.249,6.7367
-47.434,-69.672,5.8913
-46.916,-47.233,-17.367
-29.268,-46.807,-8.6416
-14.752,-41.254,1.149
-37.061,-1.1326,6.26
-42.389,-20.11,6.0005
-38.227,-12.39,15.738
-52.897,3.0994,-15.746
-58.752,-14.635,-13.987
-58.343,-10.202,-3.1926
-61.99,-25.928,6.3632
-50.952,-41.996,7.1327
-61.26,-39.69,15.633
-38.082,23.794,5.9445
-35.234,15.051,-0.92431
-36.26,39.136,-13.355
-29.374,24.889,-19.447
-34.076,21.582,-10.92
-42.731,4.3579,-15.83
-45.2,12.568,-32.553
-27.442,7.3312,-38.367
-45.776,-5.6747,-40.824
-16.513,27.282,-23.538
-27.197,7.8492,-19.621
-28.409,-4.6644,-23.539
-25.696,-10.232,-15.071
-25.577,-18.084,-21.639
-9.3795,49.93,-23.259
-7.4888,29.449,-23.566
-5.6264,37.849,-1.0399
-0.89166,14.583,4.3408
-4.1875,23.801,-12.288
-8.9029,6.0882,-14.941
-15.835,-16.625,-10.835
-9.0782,51.565,3.7017
-9.4746,37.8,16.933
-24.859,58.141,-13.172
-9.5718,63.368,-7.9825
-13.697,64.199,12.541
-24.969,52.286,18.127
-15.674,54.643,30.615
-37.393,50.272,12.044
-35.646,40.059,26.813
-40.169,51.411,-5.2793
-48.727,36.393,2.5888
-52.52,21.009,11.433
-43.767,21.827,33.615
-30.14,30.365,41.592
-53.155,3.6016,7.0902
-46.5,10.94,22.191
-47.755,2.3997,36.823
-50.659,-11.955,37.148
-45.348,-9.6065,48.578
-60.281,-18.674,31.205
-49.818,-25.459,41.735
-53.486,-17.441,17.536
-54.046,-35.234,27.683
-56.466,-48.847,26.964
-43.33,-43.168,44.466
-39.517,-34.06,50.581
-50.871,-59.33,25.056
-49.73,-56.731,41.436
-36.717,-63.41,45.598
-30.822,-72.093,30.693
-26.834,-63.612,46.744
-30.393,-38.322,62.556
-39.11,-24.601,59.143
-17.903,-70.412,52.677
-25.851,-57.173,63.419
-17.68,-39.989,72.409
-7.9611,-41.73,67.621
-10.284,-22.078,74.061
-25.499,15.799,50.992
-19.856,37.455,42.055
-33.269,-7.0773,55.259
-21.152,-1.6971,65.721
-7.3099,0.84278,67.043
-6.2894,42.083,44.775
-7.1274,-8.3255,51.468
-5.8763,16.69,50.629
-7.8069,28.745,32.557
-4.8949,17.311,28.031
-3.7402,-8.3526,32.54
-1.0688,1.3832,22.128
-11.286,-34.765,50.373
-11.196,-20.989,40.547
-5.0646,-34.691,33.08
-6.9664,-57.054,27.984
-5.041,-48.561,20.005
-6.5556,-65.137,37.251
-17.219,-65.93,24.474
-7.2045,-52.432,53.195
-9.6998,-73.115,47.357
-18.731,-82.835,41.458
-5.7038,-76.222,19.034
-17.136,-65.024,11.916
-24.373,-84.359,24.554
-9.6818,-90.198,26.979
-7.3374,-94.77,6.1531
-22.43,-99.318,-5.6343
-8.3874,-87.464,-9.029
-35.544,-84.5,5.8736
-41.061,-83.805,-7.5512
-34.546,-83.905,19.525
-43.506,-70.42,19.486
-51.325,-57.857,12.437
-57.944,-25.128,-25.36
